"University","Program","MaxEnrolment","ProgramType","MinGradeAvg","Specialization","Recommended","PrerequisiteGroup","PrerequisitePicks","PrerequisiteCodes"
"BRO","BJC",516,"Reg/Coop","74-76","All",,1,1,"MCV4U"
"BRO","BJC",516,"Reg/Coop","74-76","All",,1,1,"SCH4U"
"BRO","BJC",516,"Reg/Coop","74-76","All",,2,2,"SBI4U"
"BRO","BJC",516,"Reg/Coop","74-76","All",,2,2,"SPH4U"
"BRO","BJC",516,"Reg/Coop","74-76","All",,2,2,"SES4U"
"BRO","BJC",516,"Reg/Coop","74-76","All",,2,2,"4U Math"
"BRO","BJC",516,"Reg/Coop","74-76","All",,2,2,"ENG4U"
"BRO","BJC",516,"Reg/Coop","74-76","All","Y",3,2,"ENG4U"
"BRO","BJC",516,"Reg/Coop","74-76","All","Y",3,2,"4U Math"
"BRO","BHG",516,"Reg/Coop","74-76","All",,1,1,"ENG4U"
"BRO","BHG",516,"Reg/Coop","74-76","All",,2,1,"MHF4U"
"BRO","BHG",516,"Reg/Coop","74-76","All",,3,1,"MCV4U"
"BRO","BHG",516,"Reg/Coop","74-76","All","Y",4,1,"ICS4U"
"BRO","BCB",516,"Reg/Coop/Int","74-76","All",,1,1,"ENG4U"
"BRO","BCB",516,"Reg/Coop/Int","74-76","All","Y",2,1,"ICS4M"
"BRO","BJP",379,"Reg/Coop","74-76","All",,1,1,"MHF4U"
"BRO","BJP",379,"Reg/Coop","74-76","All",,1,1,"MCV4U"
"BRO","BJP",379,"Reg/Coop","74-76","All",,2,1,"SCH4U"
"BRO","BJP",379,"Reg/Coop","74-76","All",,3,2,"SBI4U"
"BRO","BJP",379,"Reg/Coop","74-76","All",,3,2,"SPH4U"
"BRO","BJP",379,"Reg/Coop","74-76","All",,3,2,"SES4U"
"BRO","BJP",379,"Reg/Coop","74-76","All",,3,2,"4U Math"
"BRO","BJP",379,"Reg/Coop","74-76","All",,3,2,"ENG4U"
"BRO","BJP",379,"Reg/Coop","74-76","All","Y",4,2,"ENG4U"
"BRO","BJP",379,"Reg/Coop","74-76","All","Y",4,2,"SPH4U"
"BRO","BIN",516,"Reg/Coop","74-76","All",,1,1,"MHF4U"
"BRO","BIN",516,"Reg/Coop","74-76","All",,1,1,"MCV4U"
"BRO","BIN",516,"Reg/Coop","74-76","All",,2,1,"SCH4U"
"BRO","BIN",516,"Reg/Coop","74-76","All",,3,2,"SBI4U"
"BRO","BIN",516,"Reg/Coop","74-76","All",,3,2,"SPH4U"
"BRO","BIN",516,"Reg/Coop","74-76","All",,3,2,"SES4U"
"BRO","BIN",516,"Reg/Coop","74-76","All",,3,2,"4U Math"
"BRO","BIN",516,"Reg/Coop","74-76","All",,3,2,"ENG4U"
"BRO","BIN",516,"Reg/Coop","74-76","All","Y",4,1,"ENG4U"
"BRO","BAE",1364,"Reg/Coop","","All",,1,1,"ENG4U"
"BRO","BAE",1364,"Reg/Coop","","All",,2,1,"MHF4U"
"BRO","BAE",1364,"Reg/Coop","","All",,2,1,"MCV4U"
"BRO","BE",1364,"Reg","74-76","All",,1,1,"ENG4U"
"BRO","BE",1364,"Reg","74-76","All",,2,1,"MHF4U"
"BRO","BE",1364,"Reg","74-76","All",,2,1,"MCV4U"
"BRO","BE",1364,"Coop","77-79","All",,1,1,"ENG4U"
"BRO","BE",1364,"Coop","77-79","All",,2,1,"MHF4U"
"BRO","BE",1364,"Coop","77-79","All",,2,1,"MCV4U"
"BRO","BD",1364,"Reg/Int/Prac","78-82","All",,1,1,"ENG4U"
"BRO","BD",1364,"Reg/Int/Prac","78-82","All","Y",2,1,"4U Math"
"BRO","BD",1364,"Reg/Int/Prac","78-82","All","Y",2,1,"MDM4U Math"
"BRO","BGE",1364,"Reg/Coop","74-76","All",,1,1,"ENG4U"
"BRO","BO",1364,"Reg/Coop","74-76","All",,1,1,"MHF4U"
"BRO","BO",1364,"Reg/Coop","74-76","All",,1,1,"MCV4U"
"BRO","BO",1364,"Reg/Coop","74-76","All",,2,1,"SBI4U"
"BRO","BO",1364,"Reg/Coop","74-76","All",,2,1,"SPH4U"
"BRO","BO",1364,"Reg/Coop","74-76","All",,2,1,"SCH4U"
"BRO","BO",1364,"Reg/Coop","74-76","All",,2,1,"SES4U"
"BRO","BO",1364,"Reg/Coop","74-76","All","Y",3,1,"ENG4U"
"BRO","BUC",1364,"Reg/Int/Prac","74-76","All",,1,1,"ENG4U"
"BRO","BIP",1364,"Reg","74-76","All",,1,1,"ENG4U"
"BRO","BIP",1364,"Reg","74-76","All",,2,1,"MHF4U"
"BRO","BIP",1364,"Reg","74-76","All",,2,1,"MCV4U"
"BRO","BLB",1364,"Reg/Coop","74-76","All",,1,1,"ENG4U"
"BRO","BPO",1364,"Reg","74-76","All",,1,1,"ENG4U"
"BRO","BPO",1364,"Coop","77-79","All",,1,1,"ENG4U"
"BRO","BPY",1364,"Reg","74-76","All",,1,1,"ENG4U"
"BRO","BPY",1364,"Reg","74-76","All","Y",2,1,"4U Math"
"BRO","BPY",1364,"Reg","74-76","All","Y",2,1,"MDM4U Math"
"BRO","BPY",1364,"Coop","80-83","All",,1,1,"ENG4U"
"BRO","BPY",1364,"Coop","80-83","All","Y",2,1,"4U Math"
"BRO","BPY",1364,"Coop","80-83","All","Y",2,1,"MDM4U Math"
"BRO","BTV",1364,"Reg/Coop","74-76","All",,1,1,"ENG4U"
"BRO","BWS",1364,"Reg","74-76","All",,1,1,"ENG4U"
"BRO","BAL",1364,"Reg/Coop","74-76","All",,1,1,"ENG4U"
"BRO","BAL",1364,"Reg/Coop","74-76","Hearing Sciences or Speech and Language Sciences","Y",1,2,"SBI4U"
"BRO","BAL",1364,"Reg/Coop","74-76","Hearing Sciences or Speech and Language Sciences","Y",1,2,"SCH4U"
"BRO","BAL",1364,"Reg/Coop","74-76","Hearing Sciences or Speech and Language Sciences","Y",1,2,"SPH4U"
"BRO","BAL",1364,"Reg/Coop","74-76","Hearing Sciences or Speech and Language Sciences","Y",1,2,"MDM4U"
"BRO","BUD",1364,"Reg/Int/Prac","75-79","All",,1,1,"ENG4U"
"BRO","BEC",1364,"Reg/Coop","74-76","All",,1,1,"ENG4U"
"BRO","BEC",1364,"Reg/Coop","74-76","All",,2,1,"MHF4U"
"BRO","BEC",1364,"Reg/Coop","74-76","All",,2,1,"MCV4U"
"BRO","BF",1364,"Reg/Int/Prac","74-76","All",,1,1,"ENG4U"
"BRO","BSO",1364,"Reg","74-76","All",,1,1,"ENG4U"
"BRO","BPC",1364,"Reg/Int/Prac","74-76","All",,1,1,"ENG4U"
"BRO","BSS",1364,"Reg","74-76","All",,1,1,"ENG4U"
"CAR","CRC",90,"Reg/Coop","74-76","All",,1,3,"ENG4U"
"CAR","CRC",90,"Reg/Coop","74-76","All",,1,3,"SPH4U"
"CAR","CRC",90,"Reg/Coop","74-76","All",,1,3,"MHF4U"
"CAR","CRC",90,"Reg/Coop","74-76","All",,2,3,"Other 4U/M"
"CAR","CRU",90,"Reg/Coop","74-76","All",,1,3,"ENG4U"
"CAR","CRU",90,"Reg/Coop","74-76","All",,1,3,"SPH4U"
"CAR","CRU",90,"Reg/Coop","74-76","All",,1,3,"MHF4U"
"CAR","CRU",90,"Reg/Coop","74-76","All",,2,3,"Other 4U/M"
"CAR","CR",90,"Reg/Coop","74-76","All",,1,3,"ENG4U"
"CAR","CR",90,"Reg/Coop","74-76","All",,1,3,"SPH4U"
"CAR","CR",90,"Reg/Coop","74-76","All",,1,3,"MHF4U"
"CAR","CR",90,"Reg/Coop","74-76","All",,2,3,"Other 4U/M"
"CAR","CGS",120,"Reg/Coop","73-76","All",,1,1,"ENG4U"
"CAR","CGS",120,"Reg/Coop","73-76","All",,2,5,"Other 4U/M"
"CAR","CGG",120,"Reg","73-76","All",,1,1,"ENG4U"
"CAR","CGG",120,"Reg","73-76","All",,2,5,"Other 4U/M"
"CAR","CJH",10,"Reg/Int/Prac","85-88","All",,1,1,"ENG4U"
"CAR","CJH",10,"Reg/Int/Prac","85-88","All",,2,5,"Other 4U/M"
"CAR","CCR",250,"Reg/Coop","73-76","All",,1,1,"ENG4U"
"CAR","CCR",250,"Reg/Coop","73-76","All",,2,5,"Other 4U/M"
"CAR","CBE",150,"Reg/Coop","73-76","All",,1,2,"ENG4U"
"CAR","CBE",150,"Reg/Coop","73-76","All",,1,2,"MHF4U"
"CAR","CBE",150,"Reg/Coop","73-76","All",,2,4,"Other 4U/M"
"CAR","CBE",150,"Reg/Coop","73-76","All","Y",3,1,"MCV4U"
"CAR","CGI",250,"Reg","73-76","All",,1,1,"ENG4U"
"CAR","CGI",250,"Reg","73-76","All",,2,5,"Other 4U/M"
"CAR","CH",2500,"Reg/Coop","73-76","All",,1,1,"ENG4U"
"CAR","CH",2500,"Reg/Coop","73-76","All",,2,5,"Other 4U/M"
"CAR","CH",2500,"Reg/Coop","73-76","Biology",,1,2,"ENG4U"
"CAR","CH",2500,"Reg/Coop","73-76","Biology",,1,2,"SCH4U"
"CAR","CH",2500,"Reg/Coop","73-76","Biology",,2,4,"Other 4U/M"
"CAR","CH",2500,"Reg/Coop","73-76","Biology","Y",3,2,"MHF4U"
"CAR","CH",2500,"Reg/Coop","73-76","Biology","Y",3,2,"MCV4U"
"CAR","CH",2500,"Reg/Coop","73-76","Economics and Applied Economics",,1,2,"ENG4U"
"CAR","CH",2500,"Reg/Coop","73-76","Economics and Applied Economics",,1,2,"MHF4U"
"CAR","CH",2500,"Reg/Coop","73-76","Economics and Applied Economics",,2,4,"Other 4U/M"
"CAR","CH",2500,"Reg/Coop","73-76","Economics and Applied Economics","Y",3,1,"MCV4U"
"CAR","CA",2500,"Reg","73-76","All",,1,1,"ENG4U"
"CAR","CA",2500,"Reg","73-76","All",,2,5,"Other 4U/M"
"CAR","CA",2500,"Reg","73-76","Biology",,1,2,"ENG4U"
"CAR","CA",2500,"Reg","73-76","Biology",,1,2,"SCH4U"
"CAR","CA",2500,"Reg","73-76","Biology",,2,4,"Other 4U/M"
"CAR","CA",2500,"Reg","73-76","Biology","Y",3,2,"MHF4U"
"CAR","CA",2500,"Reg","73-76","Biology","Y",3,2,"MCV4U"
"CAR","CCE",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCE",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCE",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCE",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCE",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCE",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CCA",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCA",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCA",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCA",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCA",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCA",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CC",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CC",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CC",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CC",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CC",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CC",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CCC",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCC",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCC",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCC",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCC",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCC",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CCJ",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCJ",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCJ",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCJ",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCJ",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCJ",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CCS",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCS",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCS",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCS",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCS",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCS",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CCF",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCF",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCF",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCF",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCF",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCF",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CCH",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCH",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCH",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCH",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCH",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCH",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CCM",450,"Reg/Coop","80","All",,1,2,"ENG4U"
"CAR","CCM",450,"Reg/Coop","80","All",,1,2,"MHF4U"
"CAR","CCM",450,"Reg/Coop","80","All",,2,1,"MCV4U"
"CAR","CCM",450,"Reg/Coop","80","All",,2,1,"MDM4U"
"CAR","CCM",450,"Reg/Coop","80","All",,3,3,"Other 4U/M"
"CAR","CCM",450,"Reg/Coop","80","All","Y",4,1,"MCV4U"
"CAR","CBB",90,"Reg","82-85","All",,1,2,"ENG4U"
"CAR","CBB",90,"Reg","82-85","All",,1,2,"MHF4U"
"CAR","CBB",90,"Reg","82-85","All",,2,1,"MCV4U"
"CAR","CBB",90,"Reg","82-85","All",,2,1,"MDM4U"
"CAR","CBB",90,"Reg","82-85","All",,3,3,"Other 4U/M"
"CAR","CBB",90,"Reg","82-85","All","Y",4,1,"MCV4U"
"CAR","COS",350,"Reg/Coop","78-82","All",,1,1,"MHF4U"
"CAR","COS",350,"Reg/Coop","78-82","All",,1,1,"MCV4U"
"CAR","COS",350,"Reg/Coop","78-82","All",,2,5,"Other 4U/M"
"CAR","CON",350,"Reg/Coop","74-76","All",,1,1,"MHF4U"
"CAR","CON",350,"Reg/Coop","74-76","All",,1,1,"MCV4U"
"CAR","CON",350,"Reg/Coop","74-76","All",,2,5,"Other 4U/M"
"CAR","COD",350,"Reg/Coop","78-82","All",,1,1,"MHF4U"
"CAR","COD",350,"Reg/Coop","78-82","All",,1,1,"MCV4U"
"CAR","COD",350,"Reg/Coop","78-82","All",,2,5,"Other 4U/M"
"CAR","COD",350,"Reg/Coop","78-82","Biomedical Computing",,1,1,"MHF4U"
"CAR","COD",350,"Reg/Coop","78-82","Biomedical Computing",,1,1,"MCV4U"
"CAR","COD",350,"Reg/Coop","78-82","Biomedical Computing",,2,1,"SCH4U"
"CAR","COD",350,"Reg/Coop","78-82","Biomedical Computing",,3,3,"Other 4U/M"
"CAR","CEX",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEX",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEX",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEC",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEC",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CES",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CES",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CES",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CES",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CES",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CES",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CES",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CES",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CES",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CES",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEF",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEF",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEA",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEA",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEB",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEB",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEH",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEH",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEE",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEE",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEK",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEK",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEG",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEG",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEJ",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEJ",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CEP",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CEP",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CED",1100,"Reg/Coop","75-85","All",,1,3,"MHF4U"
"CAR","CED",1100,"Reg/Coop","75-85","All",,1,3,"SCH4U"
"CAR","CED",1100,"Reg/Coop","75-85","All",,1,3,"SPH4U"
"CAR","CED",1100,"Reg/Coop","75-85","All",,2,1,"MCV4U"
"CAR","CED",1100,"Reg/Coop","75-85","All",,2,1,"SBI4U"
"CAR","CED",1100,"Reg/Coop","75-85","All",,2,1,"SES4U"
"CAR","CED",1100,"Reg/Coop","75-85","All",,3,2,"Other 4U/M"
"CAR","CED",1100,"Reg/Coop","75-85","All","Y",4,1,"MCV4U"
"CAR","CED",1100,"Reg/Coop","75-85","All","Y",5,1,"ENG4U"
"CAR","CED",1100,"Reg/Coop","75-85","All","Y",5,1,"FRA4U"
"CAR","CBC",85,"Reg","80-84","All",,1,6,"Other 4U/M"
"CAR","CBD",85,"Reg","80-84","All",,1,1,"SCH4U"
"CAR","CBD",85,"Reg","80-84","All",,1,1,"SBI4U"
"CAR","CBD",85,"Reg","80-84","All",,2,5,"Other 4U/M"
"CAR","CD",50,"Reg/Coop","70-73","All",,1,2,"MHF4U"
"CAR","CD",50,"Reg/Coop","70-73","All",,1,2,"SPH4U"
"CAR","CD",50,"Reg/Coop","70-73","All",,2,4,"Other 4U/M"
"CAR","CD",50,"Reg/Coop","70-73","All","Y",3,1,"MCV4U"
"CAR","CII",25,"Reg/Coop","72-75","All",,1,1,"ENG4U"
"CAR","CII",25,"Reg/Coop","72-75","All",,2,1,"MHF4U"
"CAR","CII",25,"Reg/Coop","72-75","All",,2,1,"MCV4U"
"CAR","CII",25,"Reg/Coop","72-75","All",,2,1,"MDM4U"
"CAR","CII",25,"Reg/Coop","72-75","All",,3,4,"Other 4U/M"
"CAR","CIM",60,"Reg/Coop","72-75","All",,1,1,"MHF4U"
"CAR","CIM",60,"Reg/Coop","72-75","All",,2,5,"Other 4U/M"
"CAR","CIP",25,"Reg/Coop","72-75","All",,1,1,"MHF4U"
"CAR","CIP",25,"Reg/Coop","72-75","All",,2,5,"Other 4U/M"
"CAR","CIN",60,"Reg/Coop","72-75","All",,1,1,"MHF4U"
"CAR","CIN",60,"Reg/Coop","72-75","All",,1,1,"MCV4U"
"CAR","CIN",60,"Reg/Coop","72-75","All",,1,1,"MDM4U"
"CAR","CIN",60,"Reg/Coop","72-75","All",,2,5,"Other 4U/M"
